Smiles 1,Smiles 2,DES melting temperature,molar ratio of component 1,SELFIES 1,SELFIES 2
CCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],520.95,0.104,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],499.8,0.15,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],473.55,0.214,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],453.7,0.2389999999999999,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],427.85,0.325,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],413.7,0.3579999999999999,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],395.55,0.4079999999999999,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],373.6,0.46,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],343.3,0.515,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],328.75,0.544,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],304.7,0.6009999999999999,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],305.45,0.658,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],304.1,0.7039999999999998,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],304.45,0.788,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],304.6,0.899,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,314.86,0.101,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,311.94,0.1993,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,308.8,0.2999,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,304.61,0.4001,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,302.8,0.4456999999999999,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,299.06,0.5001999999999999,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,296.77,0.553,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,296.31,0.5988999999999999,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,295.33,0.6529,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,294.75,0.7001,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,294.35,0.7516,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,298.15,0.7998,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,301.94,0.9,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCN(CC)CC(=O)Nc1c(C)cccc1C,212.15,0.5,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][N][Branch1][Ring1][C][C][C][C][=Branch1][C][=O][N][C][=C][Branch1][C][C][C][=C][C][=C][Ring1][#Branch1][C]
CCCCCCCCCC(=O)O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,307.0,0.1,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][Branch1][C][C][C@@H1][C][C][C@@H1][Branch1][C][C][C][C@H1][Ring1][#Branch1][O]
CCCCCCCCCC(=O)O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,298.0,0.2,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][Branch1][C][C][C@@H1][C][C][C@@H1][Branch1][C][C][C][C@H1][Ring1][#Branch1][O]
CCCCCCCCCC(=O)O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,288.0,0.3,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][Branch1][C][C][C@@H1][C][C][C@@H1][Branch1][C][C][C][C@H1][Ring1][#Branch1][O]
CCCCCCCCCC(=O)O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,279.0,0.4,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][Branch1][C][C][C@@H1][C][C][C@@H1][Branch1][C][C][C][C@H1][Ring1][#Branch1][O]
CCCCCCCCCC(=O)O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,287.0,0.5,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][Branch1][C][C][C@@H1][C][C][C@@H1][Branch1][C][C][C][C@H1][Ring1][#Branch1][O]
CCCCCCCCCC(=O)O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,292.0,0.6,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][Branch1][C][C][C@@H1][C][C][C@@H1][Branch1][C][C][C][C@H1][Ring1][#Branch1][O]
CCCCCCCCCC(=O)O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,296.0,0.7,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][Branch1][C][C][C@@H1][C][C][C@@H1][Branch1][C][C][C][C@H1][Ring1][#Branch1][O]
CCCCCCCCCC(=O)O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,299.0,0.8,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][Branch1][C][C][C@@H1][C][C][C@@H1][Branch1][C][C][C][C@H1][Ring1][#Branch1][O]
CCCCCCCCCC(=O)O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,303.0,0.9,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][Branch1][C][C][C@@H1][C][C][C@@H1][Branch1][C][C][C][C@H1][Ring1][#Branch1][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,325.01,0.0986,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,322.49,0.1968,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,319.72,0.2997,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,316.49,0.3985,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,312.27,0.4979,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,307.94,0.5986,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,305.12,0.649,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,300.26,0.6996,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,296.78,0.7992,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,298.2,0.8475,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,301.1,0.9013,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,302.31,0.9503,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,332.87,0.1207,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,331.23,0.1981,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,328.87,0.2993,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,326.06,0.3991,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,322.75,0.5031999999999999,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,320.07,0.5998,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,313.38,0.7043,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,310.15,0.7496,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,304.68,0.7936999999999999,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,299.28,0.8484,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,300.2,0.9009,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,303.08,0.9502,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,340.66,0.1013,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,338.62,0.1988999999999999,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,336.62,0.2967,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,334.28,0.395,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,330.81,0.5031999999999999,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,327.79,0.5972,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,324.43,0.7044,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,317.93,0.8012,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,305.78,0.9002,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,301.72,0.95,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCCCC(=O)O,Cc1ccc(C(C)C)c(O)c1,318.01,0.1,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch1][C][O][=C][Ring1][#Branch2]
CCCCCCCCCC(=O)O,Cc1ccc(C(C)C)c(O)c1,314.51,0.2,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch1][C][O][=C][Ring1][#Branch2]
CCCCCCCCCC(=O)O,Cc1ccc(C(C)C)c(O)c1,306.47,0.3,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch1][C][O][=C][Ring1][#Branch2]
CCCCCCCCCC(=O)O,Cc1ccc(C(C)C)c(O)c1,301.49,0.4,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch1][C][O][=C][Ring1][#Branch2]
CCCCCCCCCC(=O)O,Cc1ccc(C(C)C)c(O)c1,294.95,0.45,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch1][C][O][=C][Ring1][#Branch2]
CCCCCCCCCC(=O)O,Cc1ccc(C(C)C)c(O)c1,287.84,0.51,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch1][C][O][=C][Ring1][#Branch2]
CCCCCCCCCC(=O)O,Cc1ccc(C(C)C)c(O)c1,289.87,0.55,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch1][C][O][=C][Ring1][#Branch2]
CCCCCCCCCC(=O)O,Cc1ccc(C(C)C)c(O)c1,292.35,0.64,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch1][C][O][=C][Ring1][#Branch2]
CCCCCCCCCC(=O)O,Cc1ccc(C(C)C)c(O)c1,293.36,0.7,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch1][C][O][=C][Ring1][#Branch2]
CCCCCCCCCC(=O)O,Cc1ccc(C(C)C)c(O)c1,301.25,0.9,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch1][C][O][=C][Ring1][#Branch2]
CCCCCCCC(=O)O,CCCCCCCCCC(=O)O,301.89,0.1,[C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCC(=O)O,CCCCCCCCCC(=O)O,298.54,0.1998999999999999,[C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCC(=O)O,CCCCCCCCCC(=O)O,294.98,0.3,[C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCC(=O)O,CCCCCCCCCC(=O)O,291.21,0.4001,[C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCC(=O)O,CCCCCCCCCC(=O)O,286.84,0.5,[C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCC(=O)O,CCCCCCCCCC(=O)O,280.63,0.5994,[C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCC(=O)O,CCCCCCCCCC(=O)O,278.36,0.6996999999999999,[C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCC(=O)O,CCCCCCCCCC(=O)O,281.91,0.7998,[C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCC(=O)O,CCCCCCCCCC(=O)O,285.96,0.8998,[C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
CCCCCCCC(=O)O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,308.0,0.1,[C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][Branch1][C][C][C@@H1][C][C][C@@H1][Branch1][C][C][C][C@H1][Ring1][#Branch1][O]
CCCCCCCC(=O)O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,299.0,0.2,[C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][Branch1][C][C][C@@H1][C][C][C@@H1][Branch1][C][C][C][C@H1][Ring1][#Branch1][O]
CCCCCCCC(=O)O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,287.0,0.3,[C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][Branch1][C][C][C@@H1][C][C][C@@H1][Branch1][C][C][C][C@H1][Ring1][#Branch1][O]
CCCCCCCC(=O)O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,276.0,0.4,[C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][Branch1][C][C][C@@H1][C][C][C@@H1][Branch1][C][C][C][C@H1][Ring1][#Branch1][O]
CCCCCCCC(=O)O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,267.0,0.5,[C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][Branch1][C][C][C@@H1][C][C][C@@H1][Branch1][C][C][C][C@H1][Ring1][#Branch1][O]
CCCCCCCC(=O)O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,274.0,0.6,[C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][Branch1][C][C][C@@H1][C][C][C@@H1][Branch1][C][C][C][C@H1][Ring1][#Branch1][O]
CCCCCCCC(=O)O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,279.0,0.7,[C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][Branch1][C][C][C@@H1][C][C][C@@H1][Branch1][C][C][C][C@H1][Ring1][#Branch1][O]
CCCCCCCC(=O)O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,284.0,0.8,[C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][Branch1][C][C][C@@H1][C][C][C@@H1][Branch1][C][C][C][C@H1][Ring1][#Branch1][O]
CCCCCCCC(=O)O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,286.0,0.9,[C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][Branch1][C][C][C@@H1][C][C][C@@H1][Branch1][C][C][C][C@H1][Ring1][#Branch1][O]
CCCCCCCC(=O)O,Cc1ccc(C(C)C)c(O)c1,318.49,0.09,[C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch1][C][O][=C][Ring1][#Branch2]
CCCCCCCC(=O)O,Cc1ccc(C(C)C)c(O)c1,312.05,0.2,[C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch1][C][O][=C][Ring1][#Branch2]
CCCCCCCC(=O)O,Cc1ccc(C(C)C)c(O)c1,302.51,0.3,[C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch1][C][O][=C][Ring1][#Branch2]
CCCCCCCC(=O)O,Cc1ccc(C(C)C)c(O)c1,296.95,0.4,[C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch1][C][O][=C][Ring1][#Branch2]
CCCCCCCC(=O)O,Cc1ccc(C(C)C)c(O)c1,284.16,0.5,[C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch1][C][O][=C][Ring1][#Branch2]
CCCCCCCC(=O)O,Cc1ccc(C(C)C)c(O)c1,274.98,0.59,[C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch1][C][O][=C][Ring1][#Branch2]
CCCCCCCC(=O)O,Cc1ccc(C(C)C)c(O)c1,275.45,0.7,[C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch1][C][O][=C][Ring1][#Branch2]
CCCCCCCC(=O)O,Cc1ccc(C(C)C)c(O)c1,280.16,0.8,[C][C][C][C][C][C][C][C][=Branch1][C][=O][O],[C][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch1][C][O][=C][Ring1][#Branch2]
