Smiles 1,Smiles 2,DES melting temperature,molar ratio of component 1,SELFIES 1,SELFIES 2
CCn1cc[n+](C)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],525.7,0.1,[C][C][N][C][=C][N+1][Branch1][C][C][=C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCn1cc[n+](C)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],525.6,0.1019999999999999,[C][C][N][C][=C][N+1][Branch1][C][C][=C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCn1cc[n+](C)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],478.8,0.202,[C][C][N][C][=C][N+1][Branch1][C][C][=C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCn1cc[n+](C)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],478.9,0.203,[C][C][N][C][=C][N+1][Branch1][C][C][=C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCn1cc[n+](C)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],425.5,0.3009999999999999,[C][C][N][C][=C][N+1][Branch1][C][C][=C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCn1cc[n+](C)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],427.6,0.3019999999999999,[C][C][N][C][=C][N+1][Branch1][C][C][=C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCn1cc[n+](C)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],377.5,0.399,[C][C][N][C][=C][N+1][Branch1][C][C][=C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCn1cc[n+](C)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],377.0,0.4,[C][C][N][C][=C][N+1][Branch1][C][C][=C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCn1cc[n+](C)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],337.1,0.499,[C][C][N][C][=C][N+1][Branch1][C][C][=C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCn1cc[n+](C)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],337.1,0.503,[C][C][N][C][=C][N+1][Branch1][C][C][=C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCn1cc[n+](C)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],303.5,0.5989999999999999,[C][C][N][C][=C][N+1][Branch1][C][C][=C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCn1cc[n+](C)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],303.4,0.6,[C][C][N][C][=C][N+1][Branch1][C][C][=C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCn1cc[n+](C)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],322.5,0.699,[C][C][N][C][=C][N+1][Branch1][C][C][=C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCn1cc[n+](C)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],321.5,0.7009999999999998,[C][C][N][C][=C][N+1][Branch1][C][C][=C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCn1cc[n+](C)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],333.4,0.798,[C][C][N][C][=C][N+1][Branch1][C][C][=C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCn1cc[n+](C)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],334.3,0.8,[C][C][N][C][=C][N+1][Branch1][C][C][=C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCn1cc[n+](C)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],344.1,0.897,[C][C][N][C][=C][N+1][Branch1][C][C][=C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCn1cc[n+](C)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],343.5,0.9,[C][C][N][C][=C][N+1][Branch1][C][C][=C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
C[n+]1ccn(CCO)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],517.4,0.101,[C][N+1][C][=C][N][Branch1][Ring2][C][C][O][C][=Ring1][Branch2].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
C[n+]1ccn(CCO)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],517.5,0.101,[C][N+1][C][=C][N][Branch1][Ring2][C][C][O][C][=Ring1][Branch2].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
C[n+]1ccn(CCO)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],473.6,0.201,[C][N+1][C][=C][N][Branch1][Ring2][C][C][O][C][=Ring1][Branch2].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
C[n+]1ccn(CCO)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],473.9,0.203,[C][N+1][C][=C][N][Branch1][Ring2][C][C][O][C][=Ring1][Branch2].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
C[n+]1ccn(CCO)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],403.2,0.3009999999999999,[C][N+1][C][=C][N][Branch1][Ring2][C][C][O][C][=Ring1][Branch2].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
C[n+]1ccn(CCO)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],404.0,0.3009999999999999,[C][N+1][C][=C][N][Branch1][Ring2][C][C][O][C][=Ring1][Branch2].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
C[n+]1ccn(CCO)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],351.7,0.4,[C][N+1][C][=C][N][Branch1][Ring2][C][C][O][C][=Ring1][Branch2].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
C[n+]1ccn(CCO)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],352.0,0.4,[C][N+1][C][=C][N][Branch1][Ring2][C][C][O][C][=Ring1][Branch2].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
C[n+]1ccn(CCO)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],323.5,0.499,[C][N+1][C][=C][N][Branch1][Ring2][C][C][O][C][=Ring1][Branch2].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
C[n+]1ccn(CCO)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],323.5,0.501,[C][N+1][C][=C][N][Branch1][Ring2][C][C][O][C][=Ring1][Branch2].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
C[n+]1ccn(CCO)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],333.7,0.6,[C][N+1][C][=C][N][Branch1][Ring2][C][C][O][C][=Ring1][Branch2].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
C[n+]1ccn(CCO)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],333.5,0.6019999999999999,[C][N+1][C][=C][N][Branch1][Ring2][C][C][O][C][=Ring1][Branch2].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
C[n+]1ccn(CCO)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],340.5,0.698,[C][N+1][C][=C][N][Branch1][Ring2][C][C][O][C][=Ring1][Branch2].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
C[n+]1ccn(CCO)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],340.9,0.699,[C][N+1][C][=C][N][Branch1][Ring2][C][C][O][C][=Ring1][Branch2].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
C[n+]1ccn(CCO)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],345.5,0.799,[C][N+1][C][=C][N][Branch1][Ring2][C][C][O][C][=Ring1][Branch2].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
C[n+]1ccn(CCO)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],346.1,0.8,[C][N+1][C][=C][N][Branch1][Ring2][C][C][O][C][=Ring1][Branch2].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
C[n+]1ccn(CCO)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],352.6,0.898,[C][N+1][C][=C][N][Branch1][Ring2][C][C][O][C][=Ring1][Branch2].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
C[n+]1ccn(CCO)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],352.8,0.9,[C][N+1][C][=C][N][Branch1][Ring2][C][C][O][C][=Ring1][Branch2].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCC[N+]1(C)CCCC1.[Cl-],C[N+](C)(C)CCO.[Cl-],560.7,0.055,[C][C][C][C][N+1][Branch1][C][C][C][C][C][C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCC[N+]1(C)CCCC1.[Cl-],C[N+](C)(C)CCO.[Cl-],546.4,0.09,[C][C][C][C][N+1][Branch1][C][C][C][C][C][C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCC[N+]1(C)CCCC1.[Cl-],C[N+](C)(C)CCO.[Cl-],547.0,0.09,[C][C][C][C][N+1][Branch1][C][C][C][C][C][C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCC[N+]1(C)CCCC1.[Cl-],C[N+](C)(C)CCO.[Cl-],528.9,0.133,[C][C][C][C][N+1][Branch1][C][C][C][C][C][C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCC[N+]1(C)CCCC1.[Cl-],C[N+](C)(C)CCO.[Cl-],493.5,0.195,[C][C][C][C][N+1][Branch1][C][C][C][C][C][C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCC[N+]1(C)CCCC1.[Cl-],C[N+](C)(C)CCO.[Cl-],493.5,0.2,[C][C][C][C][N+1][Branch1][C][C][C][C][C][C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCC[N+]1(C)CCCC1.[Cl-],C[N+](C)(C)CCO.[Cl-],456.6,0.2829999999999999,[C][C][C][C][N+1][Branch1][C][C][C][C][C][C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCC[N+]1(C)CCCC1.[Cl-],C[N+](C)(C)CCO.[Cl-],456.7,0.2849999999999999,[C][C][C][C][N+1][Branch1][C][C][C][C][C][C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCC[N+]1(C)CCCC1.[Cl-],C[N+](C)(C)CCO.[Cl-],419.9,0.374,[C][C][C][C][N+1][Branch1][C][C][C][C][C][C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCC[N+]1(C)CCCC1.[Cl-],C[N+](C)(C)CCO.[Cl-],419.6,0.378,[C][C][C][C][N+1][Branch1][C][C][C][C][C][C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCC[N+]1(C)CCCC1.[Cl-],C[N+](C)(C)CCO.[Cl-],430.0,0.463,[C][C][C][C][N+1][Branch1][C][C][C][C][C][C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCC[N+]1(C)CCCC1.[Cl-],C[N+](C)(C)CCO.[Cl-],429.4,0.4769999999999999,[C][C][C][C][N+1][Branch1][C][C][C][C][C][C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCC[N+]1(C)CCCC1.[Cl-],C[N+](C)(C)CCO.[Cl-],437.3,0.569,[C][C][C][C][N+1][Branch1][C][C][C][C][C][C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCC[N+]1(C)CCCC1.[Cl-],C[N+](C)(C)CCO.[Cl-],437.8,0.572,[C][C][C][C][N+1][Branch1][C][C][C][C][C][C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCC[N+]1(C)CCCC1.[Cl-],C[N+](C)(C)CCO.[Cl-],445.9,0.677,[C][C][C][C][N+1][Branch1][C][C][C][C][C][C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCC[N+]1(C)CCCC1.[Cl-],C[N+](C)(C)CCO.[Cl-],445.5,0.685,[C][C][C][C][N+1][Branch1][C][C][C][C][C][C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCC[N+]1(C)CCCC1.[Cl-],C[N+](C)(C)CCO.[Cl-],458.6,0.788,[C][C][C][C][N+1][Branch1][C][C][C][C][C][C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCC[N+]1(C)CCCC1.[Cl-],C[N+](C)(C)CCO.[Cl-],458.6,0.789,[C][C][C][C][N+1][Branch1][C][C][C][C][C][C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCC[N+]1(C)CCCC1.[Cl-],C[N+](C)(C)CCO.[Cl-],463.3,0.878,[C][C][C][C][N+1][Branch1][C][C][C][C][C][C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCC[N+]1(C)CCCC1.[Cl-],C[N+](C)(C)CCO.[Cl-],463.4,0.88,[C][C][C][C][N+1][Branch1][C][C][C][C][C][C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCC[n+]1ccccc1.[Cl-],C[N+](C)(C)CCO.[Cl-],543.6,0.1019999999999999,[C][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCC[n+]1ccccc1.[Cl-],C[N+](C)(C)CCO.[Cl-],523.7,0.152,[C][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCC[n+]1ccccc1.[Cl-],C[N+](C)(C)CCO.[Cl-],503.1,0.199,[C][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCC[n+]1ccccc1.[Cl-],C[N+](C)(C)CCO.[Cl-],483.6,0.23,[C][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCC[n+]1ccccc1.[Cl-],C[N+](C)(C)CCO.[Cl-],463.6,0.3009999999999999,[C][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCC[n+]1ccccc1.[Cl-],C[N+](C)(C)CCO.[Cl-],443.1,0.3489999999999999,[C][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCC[n+]1ccccc1.[Cl-],C[N+](C)(C)CCO.[Cl-],418.9,0.402,[C][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCC[n+]1ccccc1.[Cl-],C[N+](C)(C)CCO.[Cl-],403.4,0.45,[C][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCC[n+]1ccccc1.[Cl-],C[N+](C)(C)CCO.[Cl-],386.6,0.502,[C][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCC[n+]1ccccc1.[Cl-],C[N+](C)(C)CCO.[Cl-],373.9,0.551,[C][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCC[n+]1ccccc1.[Cl-],C[N+](C)(C)CCO.[Cl-],363.32,0.6009999999999999,[C][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCC[n+]1ccccc1.[Cl-],C[N+](C)(C)CCO.[Cl-],368.52,0.649,[C][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCC[n+]1ccccc1.[Cl-],C[N+](C)(C)CCO.[Cl-],375.15,0.697,[C][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCC[n+]1ccccc1.[Cl-],C[N+](C)(C)CCO.[Cl-],384.48,0.749,[C][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCC[n+]1ccccc1.[Cl-],C[N+](C)(C)CCO.[Cl-],387.58,0.798,[C][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCC[n+]1ccccc1.[Cl-],C[N+](C)(C)CCO.[Cl-],393.78,0.85,[C][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCC[n+]1ccccc1.[Cl-],C[N+](C)(C)CCO.[Cl-],397.98,0.899,[C][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CCCC[n+]1ccccc1.[Cl-],C[N+](C)(C)CCO.[Cl-],403.55,0.95,[C][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CC(=O)[O-].C[N+](C)(C)CCO,C[N+](C)(C)CCO.[Cl-],557.2,0.06,[C][C][=Branch1][C][=O][O-1].[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CC(=O)[O-].C[N+](C)(C)CCO,C[N+](C)(C)CCO.[Cl-],535.6,0.098,[C][C][=Branch1][C][=O][O-1].[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CC(=O)[O-].C[N+](C)(C)CCO,C[N+](C)(C)CCO.[Cl-],535.5,0.1,[C][C][=Branch1][C][=O][O-1].[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CC(=O)[O-].C[N+](C)(C)CCO,C[N+](C)(C)CCO.[Cl-],498.7,0.159,[C][C][=Branch1][C][=O][O-1].[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CC(=O)[O-].C[N+](C)(C)CCO,C[N+](C)(C)CCO.[Cl-],471.4,0.215,[C][C][=Branch1][C][=O][O-1].[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CC(=O)[O-].C[N+](C)(C)CCO,C[N+](C)(C)CCO.[Cl-],459.4,0.246,[C][C][=Branch1][C][=O][O-1].[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CC(=O)[O-].C[N+](C)(C)CCO,C[N+](C)(C)CCO.[Cl-],416.7,0.332,[C][C][=Branch1][C][=O][O-1].[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CC(=O)[O-].C[N+](C)(C)CCO,C[N+](C)(C)CCO.[Cl-],415.5,0.333,[C][C][=Branch1][C][=O][O-1].[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CC(=O)[O-].C[N+](C)(C)CCO,C[N+](C)(C)CCO.[Cl-],383.6,0.399,[C][C][=Branch1][C][=O][O-1].[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CC(=O)[O-].C[N+](C)(C)CCO,C[N+](C)(C)CCO.[Cl-],382.9,0.4,[C][C][=Branch1][C][=O][O-1].[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CC(=O)[O-].C[N+](C)(C)CCO,C[N+](C)(C)CCO.[Cl-],340.8,0.499,[C][C][=Branch1][C][=O][O-1].[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CC(=O)[O-].C[N+](C)(C)CCO,C[N+](C)(C)CCO.[Cl-],341.5,0.499,[C][C][=Branch1][C][=O][O-1].[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CC(=O)[O-].C[N+](C)(C)CCO,C[N+](C)(C)CCO.[Cl-],313.6,0.5919999999999999,[C][C][=Branch1][C][=O][O-1].[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CC(=O)[O-].C[N+](C)(C)CCO,C[N+](C)(C)CCO.[Cl-],313.3,0.5939999999999999,[C][C][=Branch1][C][=O][O-1].[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CC(=O)[O-].C[N+](C)(C)CCO,C[N+](C)(C)CCO.[Cl-],323.6,0.698,[C][C][=Branch1][C][=O][O-1].[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CC(=O)[O-].C[N+](C)(C)CCO,C[N+](C)(C)CCO.[Cl-],338.9,0.802,[C][C][=Branch1][C][=O][O-1].[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CC(=O)[O-].C[N+](C)(C)CCO,C[N+](C)(C)CCO.[Cl-],353.5,0.881,[C][C][=Branch1][C][=O][O-1].[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
CC(=O)[O-].C[N+](C)(C)CCO,NC(N)=O,291.15,0.333333333,[C][C][=Branch1][C][=O][O-1].[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O],[N][C][Branch1][C][N][=O]
COCC[N+](C)(C)C.[Cl-],C[N+](C)(C)CCO.[Cl-],553.1,0.101,[C][O][C][C][N+1][Branch1][C][C][Branch1][C][C][C].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
COCC[N+](C)(C)C.[Cl-],C[N+](C)(C)CCO.[Cl-],523.0,0.2,[C][O][C][C][N+1][Branch1][C][C][Branch1][C][C][C].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
COCC[N+](C)(C)C.[Cl-],C[N+](C)(C)CCO.[Cl-],491.2,0.3029999999999999,[C][O][C][C][N+1][Branch1][C][C][Branch1][C][C][C].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
COCC[N+](C)(C)C.[Cl-],C[N+](C)(C)CCO.[Cl-],453.7,0.401,[C][O][C][C][N+1][Branch1][C][C][Branch1][C][C][C].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
COCC[N+](C)(C)C.[Cl-],C[N+](C)(C)CCO.[Cl-],411.7,0.502,[C][O][C][C][N+1][Branch1][C][C][Branch1][C][C][C].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
COCC[N+](C)(C)C.[Cl-],C[N+](C)(C)CCO.[Cl-],416.4,0.6009999999999999,[C][O][C][C][N+1][Branch1][C][C][Branch1][C][C][C].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
COCC[N+](C)(C)C.[Cl-],C[N+](C)(C)CCO.[Cl-],417.7,0.699,[C][O][C][C][N+1][Branch1][C][C][Branch1][C][C][C].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
COCC[N+](C)(C)C.[Cl-],C[N+](C)(C)CCO.[Cl-],433.3,0.8519999999999999,[C][O][C][C][N+1][Branch1][C][C][Branch1][C][C][C].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
COCC[N+](C)(C)C.[Cl-],C[N+](C)(C)CCO.[Cl-],433.1,0.894,[C][O][C][C][N+1][Branch1][C][C][Branch1][C][C][C].[Cl-1],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O].[Cl-1]
C[N+](C)(C)C.[Cl-],[Cl-].[NH4+],597.88,0.1,[C][N+1][Branch1][C][C][Branch1][C][C][C].[Cl-1],[Cl-1].[NH4+1]
